,Title,skill Reading Comprehension Importance,skill Reading Comprehension Level,skill Active Listening Importance,skill Active Listening Level,skill Writing Importance,skill Writing Level,skill Speaking Importance,skill Speaking Level,skill Mathematics Importance,skill Mathematics Level,skill Science Importance,skill Science Level,skill Critical Thinking Importance,skill Critical Thinking Level,skill Active Learning Importance,skill Active Learning Level,skill Learning Strategies Importance,skill Learning Strategies Level,skill Monitoring Importance,skill Monitoring Level,skill Social Perceptiveness Importance,skill Social Perceptiveness Level,skill Coordination Importance,skill Coordination Level,skill Persuasion Importance,skill Persuasion Level,skill Negotiation Importance,skill Negotiation Level,skill Instructing Importance,skill Instructing Level,skill Service Orientation Importance,skill Service Orientation Level,skill Complex Problem Solving Importance,skill Complex Problem Solving Level,skill Operations Analysis Importance,skill Operations Analysis Level,skill Technology Design Importance,skill Technology Design Level,skill Equipment Selection Importance,skill Equipment Selection Level,skill Installation Importance,skill Installation Level,skill Programming Importance,skill Programming Level,skill Operation Monitoring Importance,skill Operation Monitoring Level,skill Operation and Control Importance,skill Operation and Control Level,skill Equipment Maintenance Importance,skill Equipment Maintenance Level,skill Troubleshooting Importance,skill Troubleshooting Level,skill Repairing Importance,skill Repairing Level,skill Quality Control Analysis Importance,skill Quality Control Analysis Level,skill Judgment and Decision Making Importance,skill Judgment and Decision Making Level,skill Systems Analysis Importance,skill Systems Analysis Level,skill Systems Evaluation Importance,skill Systems Evaluation Level,skill Time Management Importance,skill Time Management Level,skill Management of Financial Resources Importance,skill Management of Financial Resources Level,skill Management of Material Resources Importance,skill Management of Material Resources Level,skill Management of Personnel Resources Importance,skill Management of Personnel Resources Level,skills_N,abilities Oral Comprehension Importance,abilities Oral Comprehension Level,abilities Written Comprehension Importance,abilities Written Comprehension Level,abilities Oral Expression Importance,abilities Oral Expression Level,abilities Written Expression Importance,abilities Written Expression Level,abilities Fluency of Ideas Importance,abilities Fluency of Ideas Level,abilities Originality Importance,abilities Originality Level,abilities Problem Sensitivity Importance,abilities Problem Sensitivity Level,abilities Deductive Reasoning Importance,abilities Deductive Reasoning Level,abilities Inductive Reasoning Importance,abilities Inductive Reasoning Level,abilities Information Ordering Importance,abilities Information Ordering Level,abilities Category Flexibility Importance,abilities Category Flexibility Level,abilities Mathematical Reasoning Importance,abilities Mathematical Reasoning Level,abilities Number Facility Importance,abilities Number Facility Level,abilities Memorization Importance,abilities Memorization Level,abilities Speed of Closure Importance,abilities Speed of Closure Level,abilities Flexibility of Closure Importance,abilities Flexibility of Closure Level,abilities Perceptual Speed Importance,abilities Perceptual Speed Level,abilities Spatial Orientation Importance,abilities Spatial Orientation Level,abilities Visualization Importance,abilities Visualization Level,abilities Selective Attention Importance,abilities Selective Attention Level,abilities Time Sharing Importance,abilities Time Sharing Level,abilities Arm-Hand Steadiness Importance,abilities Arm-Hand Steadiness Level,abilities Manual Dexterity Importance,abilities Manual Dexterity Level,abilities Finger Dexterity Importance,abilities Finger Dexterity Level,abilities Control Precision Importance,abilities Control Precision Level,abilities Multilimb Coordination Importance,abilities Multilimb Coordination Level,abilities Response Orientation Importance,abilities Response Orientation Level,abilities Rate Control Importance,abilities Rate Control Level,abilities Reaction Time Importance,abilities Reaction Time Level,abilities Wrist-Finger Speed Importance,abilities Wrist-Finger Speed Level,abilities Speed of Limb Movement Importance,abilities Speed of Limb Movement Level,abilities Static Strength Importance,abilities Static Strength Level,abilities Explosive Strength Importance,abilities Explosive Strength Level,abilities Dynamic Strength Importance,abilities Dynamic Strength Level,abilities Trunk Strength Importance,abilities Trunk Strength Level,abilities Stamina Importance,abilities Stamina Level,abilities Extent Flexibility Importance,abilities Extent Flexibility Level,abilities Dynamic Flexibility Importance,abilities Dynamic Flexibility Level,abilities Gross Body Coordination Importance,abilities Gross Body Coordination Level,abilities Gross Body Equilibrium Importance,abilities Gross Body Equilibrium Level,abilities Near Vision Importance,abilities Near Vision Level,abilities Far Vision Importance,abilities Far Vision Level,abilities Visual Color Discrimination Importance,abilities Visual Color Discrimination Level,abilities Night Vision Importance,abilities Night Vision Level,abilities Peripheral Vision Importance,abilities Peripheral Vision Level,abilities Depth Perception Importance,abilities Depth Perception Level,abilities Glare Sensitivity Importance,abilities Glare Sensitivity Level,abilities Hearing Sensitivity Importance,abilities Hearing Sensitivity Level,abilities Auditory Attention Importance,abilities Auditory Attention Level,abilities Sound Localization Importance,abilities Sound Localization Level,abilities Speech Recognition Importance,abilities Speech Recognition Level,abilities Speech Clarity Importance,abilities Speech Clarity Level,abilities_N,knowledge Administration and Management Importance,knowledge Administration and Management Level,knowledge Clerical Importance,knowledge Clerical Level,knowledge Economics and Accounting Importance,knowledge Economics and Accounting Level,knowledge Sales and Marketing Importance,knowledge Sales and Marketing Level,knowledge Customer and Personal Service Importance,knowledge Customer and Personal Service Level,knowledge Personnel and Human Resources Importance,knowledge Personnel and Human Resources Level,knowledge Production and Processing Importance,knowledge Production and Processing Level,knowledge Food Production Importance,knowledge Food Production Level,knowledge Computers and Electronics Importance,knowledge Computers and Electronics Level,knowledge Engineering and Technology Importance,knowledge Engineering and Technology Level,knowledge Design Importance,knowledge Design Level,knowledge Building and Construction Importance,knowledge Building and Construction Level,knowledge Mechanical Importance,knowledge Mechanical Level,knowledge Mathematics Importance,knowledge Mathematics Level,knowledge Physics Importance,knowledge Physics Level,knowledge Chemistry Importance,knowledge Chemistry Level,knowledge Biology Importance,knowledge Biology Level,knowledge Psychology Importance,knowledge Psychology Level,knowledge Sociology and Anthropology Importance,knowledge Sociology and Anthropology Level,knowledge Geography Importance,knowledge Geography Level,knowledge Medicine and Dentistry Importance,knowledge Medicine and Dentistry Level,knowledge Therapy and Counseling Importance,knowledge Therapy and Counseling Level,knowledge Education and Training Importance,knowledge Education and Training Level,knowledge English Language Importance,knowledge English Language Level,knowledge Foreign Language Importance,knowledge Foreign Language Level,knowledge Fine Arts Importance,knowledge Fine Arts Level,knowledge History and Archeology Importance,knowledge History and Archeology Level,knowledge Philosophy and Theology Importance,knowledge Philosophy and Theology Level,knowledge Public Safety and Security Importance,knowledge Public Safety and Security Level,knowledge Law and Government Importance,knowledge Law and Government Level,knowledge Telecommunications Importance,knowledge Telecommunications Level,knowledge Communications and Media Importance,knowledge Communications and Media Level,knowledge Transportation Importance,knowledge Transportation Level,knowledge N
380,Reporters and Correspondents,4.25,4.12,4.25,4.0,4.12,4.75,4.0,4.5,1.5,0.75,1.0,0.0,3.75,4.12,3.5,3.75,2.12,2.0,3.25,3.12,3.62,4.0,3.0,3.5,3.12,3.12,3.0,3.0,2.0,2.0,2.38,2.5,3.25,3.38,2.25,1.88,1.25,0.25,1.12,0.12,1.0,0.0,1.38,0.38,1.5,0.62,1.62,0.75,1.0,0.0,1.12,0.25,1.0,0.0,1.88,1.25,3.12,3.62,2.0,2.0,2.0,1.12,3.38,3.38,1.38,0.38,1.38,0.5,2.5,2.5,8,4.25,4.5,4.12,4.0,4.12,4.38,4.0,4.25,3.25,3.88,3.75,3.75,3.75,3.75,3.25,3.88,3.88,4.0,3.5,3.5,2.75,3.0,1.62,0.88,1.62,1.0,2.5,2.75,2.62,2.75,2.75,2.38,2.0,2.0,1.0,0.0,2.12,2.12,3.0,3.0,2.5,2.25,1.62,0.75,1.88,1.12,2.25,1.88,2.12,1.38,1.62,0.62,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.88,1.38,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.75,4.0,2.62,2.38,1.75,0.88,1.0,0.0,1.0,0.0,1.5,0.5,1.0,0.0,1.38,0.5,2.12,1.75,1.0,0.0,3.88,4.25,4.12,4.0,8,2.45,3.18,2.59,3.05,2.27,2.0,1.77,1.77,2.36,2.82,1.73,1.5,1.36,0.68,1.27,0.82,2.95,3.45,1.45,0.91,1.59,0.86,1.23,0.59,1.38,1.05,2.52,3.33,1.38,0.81,1.33,0.9,1.64,1.5,2.27,2.82,2.77,3.77,2.95,4.32,1.68,1.45,1.45,0.95,2.23,2.45,4.95,5.55,2.14,2.0,2.05,1.64,2.86,3.68,2.27,3.32,2.86,2.82,3.95,3.59,3.0,2.36,4.64,5.5,2.23,2.36,22.0
381,Public Relations Specialists,3.88,4.0,4.12,4.0,4.0,3.88,4.12,4.12,2.12,1.88,1.38,0.25,3.88,4.0,3.25,3.62,2.62,3.0,3.12,3.25,4.0,4.12,4.0,4.0,3.62,3.62,3.38,3.38,3.0,3.0,3.25,3.25,3.5,3.38,2.62,2.75,2.0,1.38,1.0,0.0,1.0,0.0,1.38,0.5,1.75,0.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,0.5,3.5,4.0,3.12,3.25,3.12,3.25,4.0,4.0,2.0,1.38,2.12,1.5,2.75,3.0,8,4.38,4.0,3.88,4.0,4.25,4.0,4.0,4.12,3.5,3.75,3.5,3.75,3.75,3.88,3.75,3.88,3.62,3.88,3.12,3.0,3.0,3.0,2.12,2.0,2.0,2.25,2.38,2.25,2.25,2.25,2.25,2.38,2.38,2.0,1.0,0.0,2.25,2.25,3.12,2.88,2.75,2.5,1.12,0.25,1.12,0.12,2.12,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.12,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.75,3.75,2.5,2.38,2.0,1.88,1.0,0.0,1.0,0.0,1.5,0.5,1.0,0.0,2.0,1.75,2.12,1.62,1.0,0.0,3.88,3.88,4.0,4.12,8,3.38,4.25,3.08,4.33,2.54,2.46,3.5,5.21,3.46,4.88,2.54,2.96,1.79,1.58,1.12,0.33,3.29,3.67,1.58,1.08,2.25,2.0,1.33,0.42,1.38,0.62,2.42,3.08,1.21,0.42,1.29,0.5,1.33,0.62,2.33,2.62,2.79,3.71,2.17,2.83,1.42,0.58,1.67,1.42,2.71,3.62,4.96,5.33,1.75,1.33,2.08,1.96,2.0,1.96,2.0,2.29,2.29,1.96,2.75,2.71,2.29,1.5,4.96,5.5,1.75,1.54,24.0
382,Editors,4.88,5.12,3.88,4.0,4.25,5.0,3.75,4.0,2.12,2.38,1.0,0.0,3.88,4.0,3.12,3.88,2.88,3.0,3.0,3.38,3.12,3.5,3.0,3.38,3.0,3.38,3.0,3.5,3.0,3.12,2.62,2.75,3.12,3.12,2.0,1.5,1.62,0.62,1.0,0.0,1.0,0.0,1.62,0.75,1.88,1.5,1.25,0.25,1.0,0.0,1.0,0.0,1.0,0.0,3.25,3.25,3.12,3.38,3.12,3.12,2.5,2.75,3.38,4.0,1.5,0.75,1.38,0.5,3.0,3.38,8,4.0,4.25,4.88,4.88,4.0,4.12,4.62,5.0,3.88,4.25,3.5,3.88,3.38,3.38,3.5,3.75,3.38,3.62,3.38,3.62,3.62,3.62,2.12,1.88,2.0,2.12,2.62,2.75,2.75,2.75,3.12,3.62,2.88,3.25,1.0,0.0,2.88,3.0,3.0,3.0,2.5,2.38,2.0,1.38,2.0,1.25,2.5,2.5,1.75,0.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.75,0.88,1.0,0.0,1.0,0.0,1.0,0.0,1.5,0.5,1.75,1.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.88,4.5,2.62,2.75,2.62,2.62,1.0,0.0,1.0,0.0,1.12,0.12,1.0,0.0,1.75,1.38,2.0,2.0,1.0,0.0,3.88,3.88,3.88,3.5,8,3.34,3.66,3.26,3.95,1.92,1.14,2.25,2.43,3.11,3.45,2.47,3.05,2.21,2.03,1.0,0.0,3.06,3.55,1.61,0.95,2.4,2.18,1.13,0.38,1.19,0.35,2.21,2.83,1.3,0.68,1.15,0.26,1.35,0.55,1.96,1.99,2.2,2.89,2.65,3.23,1.42,0.64,1.22,0.64,3.25,4.0,4.8,5.53,1.63,1.17,1.58,0.93,2.61,2.85,2.16,2.44,1.92,1.63,2.69,2.5,2.65,2.12,4.52,5.63,1.91,1.8,21.0
383,Technical Writers,4.12,4.88,3.75,3.88,4.88,5.0,3.75,3.75,1.62,0.62,1.25,0.25,3.62,3.88,3.25,3.62,2.5,2.25,3.0,3.0,2.75,2.75,3.0,3.0,2.88,2.88,2.62,2.38,2.5,2.75,2.12,1.88,2.75,3.0,2.5,2.5,1.38,0.38,1.0,0.0,1.0,0.0,1.38,0.38,1.5,0.5,1.0,0.0,1.0,0.0,1.12,0.12,1.0,0.0,2.25,1.88,3.12,3.0,2.38,2.12,1.88,1.25,3.12,3.0,1.38,0.38,1.62,0.62,2.12,2.12,8,3.88,4.25,4.12,4.5,3.75,4.12,4.25,5.12,3.0,3.25,2.88,3.0,3.38,3.12,3.75,4.0,3.38,3.12,3.62,4.0,3.0,3.12,1.88,0.88,1.88,1.0,2.0,1.38,2.12,1.38,2.25,2.38,2.12,1.88,1.25,0.25,3.0,3.25,2.5,2.38,1.88,1.62,2.0,1.38,2.0,1.0,2.38,1.88,1.38,0.62,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.38,0.38,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.12,2.0,1.88,2.25,2.0,1.0,0.0,1.0,0.0,1.38,0.38,1.0,0.0,1.75,0.88,1.88,1.75,1.0,0.0,3.12,3.0,3.38,3.0,8,3.24,3.82,3.76,5.15,1.74,1.0,2.02,1.39,2.98,2.58,1.6,1.17,3.13,3.05,1.0,0.0,4.29,4.86,2.88,3.22,2.41,2.67,1.42,0.68,2.84,2.88,2.93,3.36,1.67,1.42,1.8,1.36,1.31,0.61,1.77,1.63,1.27,0.69,1.21,0.64,2.02,0.98,1.09,0.23,3.16,4.13,4.81,5.39,1.17,0.27,1.12,0.23,1.1,0.25,1.02,0.1,3.17,3.56,2.29,1.9,2.42,2.47,3.25,4.17,2.32,1.24,24.0
384,Copy Writers,4.25,4.12,3.88,3.62,4.25,4.12,3.62,3.5,2.12,1.88,1.62,1.12,3.5,3.62,3.0,3.12,2.62,2.62,3.0,3.12,3.12,3.12,3.12,3.12,3.12,3.38,2.88,2.88,2.75,2.75,2.88,2.75,3.25,3.0,2.12,2.12,1.5,0.75,1.0,0.0,1.0,0.0,1.38,0.62,2.12,1.75,1.88,1.38,1.0,0.0,1.0,0.0,1.0,0.0,1.25,0.5,3.25,3.12,2.5,2.38,2.38,2.38,3.12,3.12,1.62,0.88,1.62,0.88,2.62,2.75,8,4.12,4.0,4.25,4.12,4.0,4.0,4.25,4.12,3.5,3.88,3.62,3.75,3.5,3.38,3.38,3.5,3.25,3.38,3.38,3.25,3.0,3.25,2.12,1.88,2.0,1.62,2.12,2.5,2.25,2.38,2.62,2.5,2.38,2.25,1.0,0.0,2.25,2.25,3.0,2.62,2.62,2.25,1.0,0.0,1.0,0.0,2.12,1.62,1.75,1.25,1.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.38,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.12,0.12,1.12,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.75,3.75,2.5,2.25,2.25,2.0,1.0,0.0,1.0,0.0,1.88,1.5,1.0,0.0,1.88,1.5,1.75,1.0,1.0,0.0,3.25,3.25,3.25,3.12,8,2.79,3.26,2.57,3.53,2.0,1.25,4.04,4.87,3.5,3.99,2.09,2.09,2.14,1.52,1.0,0.0,3.05,3.78,1.85,1.26,1.75,1.48,1.15,0.3,1.5,0.64,1.99,1.85,1.12,0.13,1.12,0.24,1.01,0.01,2.06,1.82,2.22,2.2,1.36,1.08,1.36,0.47,1.39,0.63,1.97,2.24,4.75,5.12,1.31,0.57,1.75,1.42,1.41,0.86,1.62,1.12,1.76,0.79,2.06,1.76,2.56,1.85,4.38,4.69,1.45,0.44,27.0
385,"Poets, Lyricists and Creative Writers",4.25,4.62,3.88,3.88,4.75,5.75,3.62,3.88,1.5,0.5,1.38,0.5,3.75,3.88,3.5,3.88,2.88,2.75,2.88,3.25,3.12,3.38,2.88,3.0,2.88,3.12,2.5,2.5,2.25,2.25,2.5,2.12,3.38,3.38,1.88,1.75,1.62,0.75,1.38,0.5,1.0,0.0,1.62,0.62,1.5,0.5,1.25,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.5,0.75,3.38,3.38,2.25,2.12,2.12,2.12,2.88,2.88,1.5,1.0,1.5,0.88,1.75,1.0,8,3.75,4.0,4.12,4.12,3.75,4.12,4.62,5.0,4.25,4.25,4.25,4.75,2.88,3.5,3.38,3.75,3.5,3.62,3.25,3.62,3.25,3.25,1.75,0.88,1.62,1.0,2.0,2.38,2.5,2.62,2.75,2.75,2.0,2.0,1.0,0.0,2.88,3.0,3.0,3.0,1.62,1.12,2.0,1.88,1.88,1.62,2.88,2.62,1.88,1.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.88,1.25,1.0,0.0,1.0,0.0,1.0,0.0,1.62,0.75,1.75,1.12,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.75,2.75,1.75,1.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.12,2.0,1.62,1.0,1.0,0.0,3.12,3.12,3.25,3.75,8,1.96,2.23,2.92,3.73,1.69,1.12,2.92,3.54,1.74,1.59,1.44,1.0,1.48,0.89,1.07,0.15,2.89,3.22,1.33,0.63,1.52,0.96,1.19,0.41,1.33,0.56,1.63,1.22,1.11,0.3,1.0,0.0,1.37,0.85,3.41,3.7,2.93,3.48,2.22,2.74,1.33,0.67,1.44,1.04,2.15,2.37,4.89,6.15,1.62,1.23,2.84,3.62,2.62,2.81,2.27,2.85,1.37,0.56,2.33,2.3,1.62,1.31,3.89,5.22,1.52,0.96,26.0
386,Interpreters and Translators,4.0,4.25,4.12,4.25,3.75,4.12,4.12,4.0,1.75,1.38,1.25,0.25,3.62,3.75,3.25,3.12,3.12,3.25,3.5,3.5,3.12,3.5,3.12,3.0,2.88,2.25,2.25,2.0,3.12,3.0,3.12,3.12,3.0,3.0,1.62,0.75,1.75,1.0,1.0,0.0,1.0,0.0,1.25,0.25,2.0,1.12,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.88,1.38,3.12,3.0,2.38,2.0,2.25,2.12,3.0,3.0,1.0,0.0,1.0,0.0,2.88,2.5,8,4.25,4.5,4.0,4.25,4.25,4.62,3.88,4.12,2.88,3.0,3.0,2.88,3.62,3.5,3.12,3.12,3.12,3.0,3.75,3.62,3.0,3.0,1.88,1.0,1.88,1.12,2.75,2.5,3.0,3.12,2.88,2.88,3.0,2.88,1.0,0.0,2.5,2.12,3.38,3.75,3.0,3.0,1.62,1.0,1.5,0.62,2.62,2.25,1.0,0.0,1.62,1.0,1.25,0.25,1.0,0.0,1.0,0.0,1.0,0.0,1.38,0.62,1.38,0.5,1.0,0.0,1.25,0.25,2.0,1.75,1.88,0.88,1.38,0.5,1.0,0.0,1.62,0.62,1.25,0.38,3.88,3.88,2.88,3.0,2.12,2.12,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.38,2.75,3.38,3.0,1.25,0.38,4.25,5.0,4.12,4.88,8,2.7,3.03,3.04,4.45,2.13,1.53,2.44,2.92,4.06,5.07,2.51,2.36,1.88,1.62,1.22,0.55,3.23,4.12,1.44,1.13,1.47,0.79,1.2,0.32,1.4,0.88,2.41,2.33,1.79,1.23,1.8,1.09,1.74,1.4,2.95,3.39,2.99,3.27,2.54,3.56,2.09,1.47,2.48,2.04,3.38,3.96,4.9,5.78,4.9,6.63,2.09,1.52,2.42,2.61,2.91,3.66,2.72,2.57,3.47,3.84,2.99,2.34,3.46,3.61,2.02,1.61,21.0
387,Audio and Video Equipment Technicians,3.5,3.62,3.12,3.25,3.12,3.12,3.12,3.12,2.0,2.0,1.0,0.0,3.5,3.75,3.0,3.0,2.75,3.0,3.75,3.38,3.0,3.0,3.12,3.12,2.62,2.5,2.5,2.5,2.88,3.0,3.12,3.12,3.25,3.0,2.12,1.62,2.0,1.75,2.75,2.25,2.5,2.12,2.0,1.25,3.5,3.12,3.0,3.0,2.38,2.38,2.75,2.88,2.25,2.5,2.88,3.0,3.0,2.88,3.0,2.88,2.88,2.75,3.0,3.0,1.88,1.0,2.0,1.75,2.88,2.75,8,3.75,4.0,3.5,3.75,3.88,3.88,3.5,3.5,2.88,2.88,2.88,2.88,3.75,3.75,3.38,3.38,3.25,3.62,3.75,3.88,3.12,3.12,2.12,2.25,2.25,2.0,2.12,2.12,2.25,2.5,3.12,3.25,3.0,3.12,1.38,0.5,3.0,3.5,3.12,3.12,3.0,2.88,3.12,3.12,3.0,3.12,3.0,3.12,3.12,3.0,2.25,2.12,1.75,1.5,2.12,1.88,2.12,2.0,2.12,2.0,1.0,0.0,2.12,2.25,1.62,1.0,2.0,1.62,2.12,2.0,2.12,1.38,2.25,1.88,1.0,0.0,1.88,1.25,1.88,1.12,4.0,4.0,3.12,3.62,3.25,3.25,1.12,0.12,1.0,0.0,2.12,2.12,1.12,0.25,3.25,3.25,3.12,3.0,1.62,0.88,3.12,3.0,3.12,3.0,8,3.0,3.98,2.42,2.98,1.59,0.97,1.84,1.63,3.38,3.69,2.46,2.43,2.42,2.22,1.09,0.09,4.11,4.82,3.56,4.05,2.98,3.57,1.94,1.88,2.92,3.09,2.84,3.09,2.71,2.64,1.67,1.28,1.36,0.63,2.34,2.56,1.94,1.62,1.85,1.73,1.38,0.75,1.43,0.92,3.09,3.62,4.03,3.97,1.24,0.49,3.6,4.26,1.75,1.34,1.61,1.5,3.08,2.91,2.64,2.66,3.71,3.77,4.07,4.67,2.18,1.78,25.0
388,Broadcast Technicians,3.25,3.62,3.5,3.5,3.25,3.0,3.38,3.38,2.62,2.75,1.75,1.0,3.62,3.38,3.12,3.12,2.75,2.88,3.5,3.75,2.88,2.88,2.88,3.25,2.25,2.12,1.88,1.38,2.5,3.12,2.38,2.12,3.25,3.12,1.88,1.88,2.0,2.12,2.75,3.12,2.12,2.25,1.88,1.5,3.5,3.62,2.88,2.88,2.88,2.88,3.0,3.0,2.5,2.88,2.88,3.38,3.25,3.38,2.88,3.0,2.62,3.0,3.12,3.0,1.62,0.75,2.0,1.0,2.5,2.62,8,3.62,4.12,3.5,3.5,3.38,3.88,3.12,3.25,3.0,3.0,2.88,3.0,3.88,3.75,3.38,3.62,3.25,3.25,3.38,3.25,3.0,3.38,2.75,2.38,2.38,2.12,2.62,2.88,2.88,3.25,3.12,3.38,3.0,3.25,1.25,0.38,3.0,3.38,3.12,3.62,2.5,2.38,2.88,2.5,2.88,2.38,3.12,3.12,2.88,3.0,2.5,2.5,2.25,2.0,2.5,2.0,2.5,2.75,1.88,1.38,1.12,0.12,2.5,2.12,1.0,0.0,1.88,1.25,2.25,1.88,2.0,1.12,1.88,1.38,1.0,0.0,2.0,1.25,1.5,0.5,3.75,3.75,3.12,3.62,3.12,3.5,1.12,0.12,1.25,0.38,2.38,2.25,1.12,0.12,2.88,3.0,2.62,2.62,1.38,0.75,3.38,3.5,3.25,3.12,8,3.33,3.27,2.88,3.05,2.0,1.34,1.98,1.51,2.96,2.92,2.04,1.87,2.81,2.81,1.0,0.0,4.29,4.87,3.99,4.18,2.39,2.22,2.23,2.43,3.24,3.58,3.31,3.49,2.32,2.15,1.77,1.68,1.26,0.59,2.1,2.28,1.64,1.14,2.01,1.91,1.1,0.35,1.26,0.84,3.0,3.28,3.27,3.26,1.13,0.19,1.59,0.77,1.33,0.86,1.56,1.35,2.85,2.66,2.06,1.99,4.29,4.35,4.15,4.3,1.91,1.6,27.0
389,Radio Operators,3.5,3.5,4.0,3.62,3.38,3.38,4.12,3.5,1.62,0.88,2.0,1.25,3.25,3.25,2.75,2.75,2.62,2.62,3.38,3.38,3.0,2.88,3.12,3.12,2.38,2.25,2.12,2.38,2.5,3.0,2.88,2.88,3.0,2.88,1.75,1.25,1.62,1.12,1.25,0.5,1.12,0.25,1.5,0.75,3.0,2.75,2.12,1.25,1.88,1.38,2.25,2.12,1.88,1.62,2.38,2.25,3.12,2.88,2.38,2.0,2.0,1.88,3.25,2.88,1.0,0.0,1.0,0.0,2.5,2.25,8,4.12,4.0,3.5,3.38,4.0,4.0,3.62,3.62,2.62,2.75,2.62,2.5,3.75,3.5,3.12,3.5,3.38,3.38,3.38,3.25,2.88,2.88,2.0,2.0,1.88,1.5,2.5,2.38,2.5,2.5,3.38,3.25,2.88,2.62,1.0,0.0,2.38,2.5,3.62,3.5,3.0,3.0,2.62,2.25,2.62,2.38,3.38,3.38,3.0,2.5,1.0,0.0,1.5,0.62,1.0,0.0,1.38,0.75,1.25,0.62,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,0.5,1.12,0.25,1.25,0.5,1.12,0.25,1.0,0.0,1.0,0.0,3.62,3.25,2.38,2.0,2.38,1.88,1.0,0.0,1.0,0.0,1.5,0.38,1.75,1.12,3.38,3.5,3.62,4.0,1.62,0.75,3.88,3.62,3.75,3.25,8,3.11,1.94,3.45,3.51,1.49,0.74,1.56,0.94,4.19,5.32,2.57,2.18,1.41,0.83,1.05,0.07,3.82,4.08,2.11,1.21,1.33,0.63,1.14,0.29,1.61,1.05,2.08,1.6,1.71,1.26,1.42,0.81,1.65,1.07,2.69,3.59,2.37,1.5,2.57,2.56,1.82,1.41,1.9,1.48,2.78,2.49,3.55,3.87,1.78,0.55,1.02,0.05,1.27,0.68,2.06,1.74,4.07,3.93,2.99,2.54,3.75,3.46,3.48,3.75,2.8,3.09,20.0
390,Sound Engineering Technicians,3.5,3.75,3.62,3.12,3.25,3.25,3.62,3.38,2.12,2.0,1.12,0.25,3.5,3.5,3.12,3.25,2.62,2.75,3.38,3.5,3.0,3.0,3.12,3.25,2.88,3.0,2.88,3.0,2.88,3.0,2.88,3.0,3.25,3.12,1.25,0.5,2.38,2.0,2.5,2.62,1.5,0.75,2.0,1.38,3.25,3.12,3.12,3.12,2.62,2.62,2.75,2.88,2.62,2.5,2.88,3.0,3.12,3.0,2.88,3.12,2.75,3.12,3.12,3.0,1.88,1.5,2.0,1.5,2.75,2.62,8,3.62,4.0,3.5,3.62,3.75,3.62,3.62,3.5,3.12,3.5,3.0,3.38,3.38,3.12,3.25,3.25,3.25,3.12,3.5,3.75,3.25,3.38,2.38,2.38,2.0,1.75,2.5,2.38,2.75,3.0,2.88,2.88,2.75,2.38,1.38,0.5,2.88,2.75,3.5,3.38,2.62,2.62,3.0,3.12,2.88,2.88,3.12,3.12,3.12,3.38,2.25,2.12,1.88,1.75,1.88,1.38,1.88,1.75,2.0,1.88,1.12,0.12,1.88,1.62,1.0,0.0,1.12,0.25,1.25,0.5,1.12,0.25,1.25,0.5,1.0,0.0,1.12,0.25,1.12,0.25,3.75,3.5,2.75,3.0,2.75,3.0,1.0,0.0,1.0,0.0,2.0,1.62,1.0,0.0,3.5,3.88,3.25,3.38,1.5,0.62,3.5,3.25,3.5,2.88,8,2.72,3.25,2.53,2.72,1.84,1.44,2.32,2.56,3.81,4.19,1.97,2.03,2.88,3.12,1.09,0.19,4.44,4.94,3.75,4.03,2.0,1.97,1.69,1.81,2.66,2.78,2.31,2.47,2.47,2.06,1.19,0.53,1.12,0.25,3.03,3.13,2.16,1.97,1.41,0.91,1.12,0.28,1.59,1.19,2.25,2.41,3.28,3.22,1.77,1.25,3.62,4.28,1.38,0.91,1.62,1.25,1.47,0.91,1.53,0.94,3.09,2.88,3.84,4.16,1.78,1.22,32.0
